"V1" "V2"
"1" 5.75990952332061 7.96379649034628
"2" 10.1886689005919 8.38203455485626
"3" 8.63975290916236 10.8625582161635
"4" 6.39117354258539 7.58924858432855
"5" 10.0722995586885 11.8198031410149
"6" 7.26494285363877 9.08856596175142
"7" 11.1771066444029 10.259262878275
"8" 5.12953245594965 7.32718802980066
"9" 4.78516962773763 8.02106735096663
"10" 7.33542047707706 9.38427873504985
"11" 8.67223845886586 9.30181093487782
"12" 3.46601670202276 6.88328261181962
"13" 8.04734617587681 7.82771409287277
"14" 6.27828155079143 8.38098010267308
"15" 7.52133868984929 12.0821114074669
"16" 5.58361538535995 7.68390858621155
"17" 8.9498886511754 9.42923195949574
"18" 7.53172037143961 8.07358717761628
"19" 6.73120322740018 8.58726594450262
"20" 7.52804855413013 8.37018990682574
"21" 6.27109320748695 7.78374430108629
"22" 7.38289922380871 9.58163329480203
"23" 8.25842022514059 9.01111288570399
"24" 9.26016366904301 9.73145206046385
"25" 9.17675834273369 7.743243677291
"26" 8.88835948362171 10.9463195421011
"27" 8.81292303632529 9.02773487342688
"28" 8.00456977860291 8.710348057708
"29" 4.27103014058588 7.668334512203
"30" 5.4569702950804 8.55999772914527
"31" 7.43391056001087 10.309232895547
"32" 8.45036235828337 8.03389126162103
"33" 8.29458554128338 9.96664920089848
"34" 6.90509934502999 10.4155606086079
"35" 5.05477943806606 7.19981360420538
"36" 8.03701301531026 9.20664515745346
"37" 6.66062180086792 9.0427021221475
"38" 9.28067640064902 10.6442854733659
"39" 11.7992759926011 12.3349362622796
"40" 5.43331827746161 7.12414606031538
"41" 9.71544531183437 8.5429708798401
"42" 6.41064195091335 8.22247246156417
"43" 8.26938367104802 8.93728440435116
"44" 7.16055030916627 8.17898126299321
"45" 5.88636910985726 9.35546319854574
"46" 6.2447941913915 7.68721592302715
"47" 6.36117872654991 7.86280397483635
"48" 6.54927736080177 6.43962980410099
"49" 9.56060615855125 8.54251503334843
"50" 7.69703933354795 9.92067879219061
"51" 11.6261012449585 10.993425766893
"52" 8.2349726028645 9.71883191806335
"53" 9.66350468049616 9.18579308714955
"54" 8.43112006744045 8.32084835011826
"55" 13.2106000316575 12.2779691412797
"56" 6.3837191606045 8.37858213346996
"57" 8.89147783777048 10.1075766822076
"58" 5.41739870664934 6.44821932657358
"59" 8.22871696529396 9.31768677041383
"60" 3.67340445678535 7.09361555450271
"61" 9.61775803650535 10.0659698448513
"62" 6.43224974018326 7.68662584228839
"63" 6.9557171015081 10.898518656538
"64" 9.86293212796792 10.0118872954381
"65" 5.16069029560301 8.09230763608335
"66" 9.10563497516664 8.92524782015557
"67" 4.64540412746996 8.52194871643671
"68" 5.08216021190666 7.06193040940851
"69" 7.49636924782302 11.1013018005864
"70" 10.7664101734723 7.47301618161511
"71" 4.4838274758785 8.52739683584397
"72" 7.27066815118364 8.06970231546469
"73" 7.36808962335364 11.2107033753687
"74" 3.92461664122201 7.53922621867567
"75" 7.85735403243667 10.0732325764608
"76" 3.43519004399633 7.34725843776833
"77" 7.87917974481662 10.4947566597424
"78" 9.2684638454694 9.94622587957764
"79" 5.86162843962147 8.79984439773687
"80" 7.7946206128639 8.93256642024148
"81" 4.96748151109721 10.5671268202028
"82" 3.03185311649421 8.53161981357412
"83" 5.92399096634187 7.17187753800865
"84" 7.92292005274523 8.12442337495411
"85" 10.0113016301122 11.8908105877322
"86" 2.06093865872682 7.55549204678549
"87" 9.72383726228628 9.39836964837874
"88" 6.39591340269765 9.63795359217775
"89" 4.57979424638101 8.61565522833307
"90" 5.24789436185168 7.38404560463858
"91" 5.22598928672146 9.59475533375889
"92" 6.22015592283917 9.71660051453806
"93" 6.08750716298265 7.88393453614869
"94" 5.04960451807182 9.18465326130643
"95" 7.0136766842901 9.32384032907087
"96" 8.53788784741966 8.39820399393138
"97" 6.4897380956828 11.993884720317
"98" 9.12474117806653 9.46500953025445
"99" 6.67137787010747 9.40504337987559
"100" 6.57821880068878 9.90114061951207
"101" 5.42917262617871 9.52500523296593
"102" 5.60658995533641 8.75987388757626
"103" 5.55861791911095 8.9609495923311
"104" 8.21214489579608 8.84744913859142
"105" 2.59242821904026 7.68169359744859
"106" 6.27104574106323 9.41557129717145
"107" 8.71505299811013 10.2957315304214
"108" 6.04083104047509 8.45845279180462
"109" 13.0993707133372 8.87711598647323
"110" 5.37237423094075 9.11030949173698
"111" 7.45440239351954 8.69534362456037
"112" 6.22993030489799 8.5044964003375
"113" 4.71611930406466 7.16352404251769
"114" 6.75966047180956 10.9876305685909
"115" 9.2739859186054 9.61806510744247
"116" 7.1747727326622 7.93365349458185
"117" 5.94914239848502 9.26264203738994
"118" 4.13752696026168 8.62817511341142
"119" 3.5307872669166 8.88875052834108
"120" 8.01539476253268 8.53894791124514
"121" 6.97589091150849 9.09706983420842
"122" 5.46243731190193 8.31644862318862
"123" 5.91708850487912 9.92764028431373
"124" 7.79311705630143 8.72360750133218
"125" 7.0563217125705 8.16501675016103
"126" 5.86910616001913 8.53751141446504
"127" 5.14508533632568 6.56139702568619
"128" 8.2048508872025 9.82451211509241
"129" 9.27847054452804 8.35479695819744
"130" 4.094351828686 7.81210354071142
"131" 7.64766007820195 8.31949975151026
"132" 8.07562078140441 9.82797740043328
"133" 1.30320286090461 6.13670036109267
"134" 8.37693020864949 7.70998990621873
"135" 5.04831122736242 8.84978697557468
"136" 6.18279899374783 10.5124200101682
"137" 7.44784265673667 7.21178774543089
"138" 8.48770248587682 10.9948216030753
"139" 6.00726830098101 10.0231127912472
"140" 5.7957891781479 10.6457866246894
"141" 4.42434792897994 8.92806069729782
"142" 10.8126176481172 9.01226065218855
"143" 5.55283919221913 8.96119843812219
"144" 6.85381286499852 8.98184090734525
"145" 6.49926352284289 8.90420336614672
"146" 9.51343401978788 9.78724689789036
"147" 9.59027426003009 8.47433141817124
"148" 10.6171293222282 9.73042356573508
"149" 8.1429805300571 9.54876239681302
"150" 9.90773585713959 9.04479003849612
"151" 4.25146833897835 8.55148822947429
"152" 2.86847464329476 6.34246318830803
"153" 5.71820394289005 9.20075922384104
"154" 5.49244120417763 9.54342862455313
"155" 4.46232013767647 7.66009294291069
"156" 10.2813804743184 9.0816307570317
"157" 4.49312306875564 9.06346264866428
"158" 6.46093083748273 9.76036859941624
"159" 6.48141376804614 7.9781774169371
"160" 9.4357810259826 9.9426890667211
"161" 5.63384919580007 7.41557250801524
"162" 7.69924972911129 11.9057353812596
"163" 4.7231088254039 7.97004522895982
"164" 5.41733326684472 8.50192668646254
"165" 5.83717856728522 11.3324202115767
"166" 6.42052554255678 7.03742208857432
"167" 9.43379019384389 8.66293728675066
"168" 12.3505451037788 11.7584696776213
"169" 6.47782703674934 7.18013872681964
"170" 9.97806179292605 12.0955603656374
"171" 6.58845998347022 9.10169301011215
"172" 4.84072735834157 8.42328610886342
"173" 3.80403984523955 8.16727714418057
"174" 7.84509371421381 9.71793354583131
"175" 7.49702532855513 8.98657081721692
"176" 9.07154921151108 10.9646310549923
"177" 4.78094345066107 9.83784038706292
"178" 9.17537799583193 9.78380652527045
"179" 2.19723398866201 8.18959308693116
"180" 5.65832306486079 9.52254275924423
"181" 4.08958823232219 7.520286287511
"182" 8.55751281147198 8.7784768897064
"183" 9.5923488552591 9.54012084167795
"184" 8.50817106765974 9.88195096041889
"185" 7.26408496282015 9.02640738802258
"186" 9.02240512778942 10.3263886868065
"187" 4.95040046113534 7.73841678044063
"188" 7.91708713545348 8.73281747993103
"189" 6.85881233199602 9.03827725423944
"190" 8.02671725070542 9.22101105706873
"191" 5.77626894244203 8.82959909086604
"192" 6.13386575033043 10.6066003928899
"193" 6.21113560789179 8.71022926185498
"194" 8.27784138990885 9.52348966643178
"195" 5.4745285325557 9.78757758476842
"196" 9.99893345407559 10.8933585848738
"197" 6.12186382692613 7.08100073257575
"198" 11.6553324704203 10.2916552123548
"199" 9.01908996102199 9.37934241715195
"200" 6.40909303027595 9.661096388215
"201" 6.08055643992752 7.07688981487505
"202" 3.91177574352773 6.63766731292426
"203" 6.81083221665151 8.60910491549688
"204" 7.71488389417898 9.02578444904888
"205" 7.03495534543459 8.548631472297
"206" 4.47065993932904 7.79991381312451
"207" 12.8855537466441 10.1686017716555
"208" 3.13675199533858 7.59985036173197
"209" 7.41909851559114 10.1748779777286
"210" 7.3994860643118 7.62105414230681
"211" 1.4172170038742 7.33262128292337
"212" 5.52930116688619 8.21895176891359
"213" 7.98038930302823 9.2635748278066
"214" 5.93166618284564 9.16170439650625
"215" 10.6986078924952 8.11084774440098
"216" 7.22989805857422 9.47947531122485
"217" 8.02083506038879 9.79534233661635
"218" 9.8464229256879 8.14407942260094
"219" 8.76090953575618 10.1600880295855
"220" 8.385288817322 8.58077027419845
"221" 8.28362994921925 9.17663299551178
"222" 5.29962818255025 8.68756363741646
"223" 5.57959875649753 7.07782438165233
"224" 8.00859085967271 8.73178128290398
"225" 4.83355438576439 7.97648096969202
"226" 6.61872916701431 8.78966540056504
"227" 8.39583307200052 9.18263460259534
"228" 4.40946715509792 9.48310391942663
"229" 8.7082859176487 8.65185145678289
"230" 7.91621457303928 9.61780276592064
"231" 6.75474036939554 8.27778976922104
"232" 8.73160192805601 8.73216383153472
"233" 6.36545026877641 10.7193625749228
"234" 4.96378869948916 6.47763275068235
"235" 9.21055332534399 9.76518738617506
"236" 4.19042103475373 7.97657751790445
"237" 5.20445330211353 7.85683421812987
"238" 8.22890078928653 9.96824904433508
"239" 4.85544281344089 9.05119882583622
"240" 10.4257921302284 8.64834237997993
"241" 6.03207828545823 8.62713230408172
"242" 3.90644174453911 7.41007098952656
"243" 8.06404916300871 8.18306977545335
"244" 7.63900095626772 8.28401265905219
"245" 8.14077887979848 8.69071761797088
"246" 3.04220507307744 7.24848906304007
"247" 6.56280771814409 10.7235895053521
"248" 6.68116766001054 10.5541028156845
"249" 10.0822613107657 10.5674164187489
"250" 3.70955400460223 8.0201193389975
"251" 3.80801754733936 8.36805407109395
"252" 7.69102658175896 9.22891837165486
"253" 5.24932269317107 8.69919523004869
"254" 8.88404115252425 7.7437116555583
"255" 9.52742202421615 10.7132747147458
"256" 6.96624209702599 9.32414157652205
"257" 10.8558077331692 11.5014829307712
"258" 5.53551440453396 8.27600010915537
"259" 6.7751273631822 10.0931776550269
"260" 8.97072748261285 8.66668478244962
"261" 10.9069817908097 10.7773153608634
"262" 6.5279226705454 8.33565183102752
"263" 6.08453595990151 8.60761632017315
"264" 3.13458181677553 7.97682134576207
"265" 3.35007829388888 7.62876302249886
"266" 7.48145060651781 10.3551220089746
"267" 10.5956077707625 11.6511786825948
"268" 8.73131032864961 7.43879437460952
"269" 8.6385422867086 7.17263895803388
"270" 6.50910214252794 8.03710534009563
"271" 9.16102092853062 9.12800667531215
"272" 5.14045396816918 9.13771007361305
"273" 8.32866371402757 7.67531623119175
"274" 9.31795448205769 8.98672645856564
"275" 10.538821780878 11.4418526463184
"276" 8.07458141405227 7.53495332086759
"277" 7.66114926091192 8.21067014547438
"278" 7.11081437198608 8.21209489746946
"279" 5.32032223398924 7.93498432139924
"280" 6.58970954681792 8.58681114172225
"281" 4.99800342714208 8.04472338533306
"282" 4.21115981530311 8.38762903784529
"283" 9.42234755825094 8.89738035054185
"284" 5.52589543473183 8.28623407879426
"285" 6.76848517671053 9.70248946719755
"286" 6.30160369978474 10.1907116930353
"287" 7.06007476557114 8.61484599052227
"288" 8.55123407395955 11.3784398951095
"289" 4.83466624166402 8.34099405718076
"290" 8.12046971003877 7.93123831254004
"291" 9.25339182790508 10.1444745594017
"292" 6.94196192343942 7.26747145027201
"293" 11.2334622206892 9.23140023769702
"294" 8.43960698884718 9.35220427221899
"295" 5.73163444500424 9.45048987852605
"296" 3.50013823500759 7.7828354538879
"297" 5.83336731694544 9.82460215810746
"298" 11.8764143319384 11.6169093934047
"299" 9.7869714914092 10.0085135569254
"300" 7.55983311579417 9.90543410846653
"301" 7.39853488002788 6.85061725039592
"302" 7.21880742331115 8.11870590503228
"303" 1.94957633010776 8.40123374358811
"304" 4.82540050421685 9.80294454630137
"305" 5.28022455971899 8.33546504567233
"306" 5.2640904756092 7.60269822094426
"307" 5.2428132144411 8.17909305329195
"308" 12.5104388724071 10.6253459018527
"309" 6.41770812663902 10.3355254250784
"310" 8.1910129869444 9.14726095673099
"311" 6.32763944857815 9.21588529406409
"312" 7.5091153677974 10.7597731021214
"313" 4.88691299677166 8.28188381239974
"314" 4.73816222819651 8.2626370313271
"315" 8.95366370375838 9.53532819067724
"316" 8.40162914520431 9.95276483808662
"317" 4.93232727705602 8.81327977955582
"318" 10.9098073096973 10.4679154962336
"319" 5.43508981492545 10.5407827591416
"320" 5.64391883717648 9.27718220507528
"321" 5.80428916824985 9.76890074202683
"322" 11.8488607671081 11.5227795962195
"323" 6.31827027050849 7.7459940522348
"324" 7.74394334096295 7.1221338628148
"325" 10.4637115054355 9.11957337587046
"326" 7.18939828912021 8.70662976889103
"327" 4.63703822843695 8.77151631377167
"328" 8.17168781093711 8.37124906495627
"329" 10.3846651561227 10.0892199070016
"330" 6.24936155743829 9.6293703986834
"331" 9.41739904969584 11.2141139574922
"332" 5.99210056380675 8.02770983697743
"333" 10.3450304433931 11.267198348234
"334" 3.20249528743906 7.6418866392653
